date,synthetic_nav,deposit,deposited,equity,profit,profit_on_deposited,initial_dollar_value,nav_drawdown
2014-10-10,12.34071545840383,0.0,75900.0,385236.24442470627,309336.24442470627,4.075576342881505,0.013044198943644766,-0.9869492789568834
2014-10-13,11.739505385819712,100.0,76000.0,366568.40815292037,290568.40815292037,3.8232685283278993,0.012408716842129342,-0.9875850787994496
2014-10-14,11.762305534181387,0.0,76000.0,367280.34735443775,291280.34735443775,3.8326361494004964,0.012432816714796917,-0.9875609668768457
2014-10-15,11.538252458825454,0.0,76000.0,360284.2451784298,284284.2451784298,3.7405821734003926,0.012195991475715016,-0.9877979105285472
2014-10-16,11.3490682728267,0.0,76000.0,354376.9310599801,278376.9310599801,3.66285435605237,0.011996022829855124,-0.98799797915873
2014-10-17,11.802909471193185,0.0,76000.0,368548.21342425834,292548.21342425834,3.84931859768761,0.012475735282530076,-0.9875180268498287
2014-10-20,12.30968149317531,100.0,76100.0,384472.2213877356,308372.2213877356,4.052197390114792,0.013011395884712288,-0.9869820984173454
2014-10-21,13.276452067609545,0.0,76100.0,414667.67612237704,338567.67612237704,4.44898391750824,0.014033277294123944,-0.985959706067229
2014-10-22,13.058454266819217,0.0,76100.0,407858.8810472188,331758.8810472188,4.359512234523243,0.013802852511025194,-0.9861902460627193
2014-10-23,13.68016278889003,0.0,76100.0,427276.9022745571,351176.9022745571,4.614676771019147,0.014460001577802232,-0.9855327684214089
2014-10-24,13.984419832451591,0.0,76100.0,436779.8598836417,360679.8598836417,4.7395513782344505,0.014781602818799935,-0.9852110063797906
2014-10-27,14.025983986787868,100.0,76200.0,438177.9964422638,361977.9964422638,4.75036740737879,0.014825536341124,-0.9851670508907054
2014-10-28,14.65630318345455,0.0,76200.0,457869.4493182025,381669.4493182025,5.008785424123392,0.015491786934700366,-0.9845004671718323
2014-10-29,14.487743694257988,0.0,76200.0,452603.57568487636,376403.57568487636,4.939679470930136,0.015313618698156041,-0.9846787244924948
2014-10-30,14.596785364985163,0.0,76200.0,456010.0861195779,379810.0861195779,4.9843843322779255,0.01542887629816367,-0.9845634092636872
2014-10-31,15.211649149776605,0.0,76200.0,475218.70503420156,399018.70503420156,5.236465945330729,0.016078790442857784,-0.9839131701619208
2014-11-03,15.333924761017837,100.0,76300.0,479138.599698931,402838.599698931,5.279667099592804,0.016208036385231425,-0.983783859596576
2014-11-04,15.189867200972321,0.0,76300.0,474637.2382619865,398337.2382619865,5.220671536854345,0.01605576681229592,-0.9839362053042979
